Date;Amounts due from domestic correspondents;Amounts due to the Confederation;Balances from swap transactions against CHF;Banknotes in circulation;CHF securities;Claims from CHF repo transactions;Claims from USD repo transactions;Domestic money market claims;Foreign currency investments;Foreign currency liabilities;Gold holdings and claims from gold transactions;IMF SDR counterpart;International payment instruments;Liabilities from CHF repo transactions;Loan to stabilisation fund;Monetary assistance loans;Other assets;Other liabilities;Other sight liabilities;Other time liabilities;Provisions and equity capital;Reserve position in the IMF;SNB debt certificates;Secured loans;Sight deposits of domestic banks;Sight deposits of foreign banks and institutions;Total assets;Total liabilities
2017-01-01;0,00;5.874,17;0,00;76.266,24;3.934,37;0,00;0,00;0,00;674.519,82;30.698,54;40.056,39;4.451,02;4.353,65;0,00;0,00;152,11;855,60;149,38;33.037,27;0,00;78.264,11;1.328,32;0,00;0,00;459.431,17;37.028,36;725.200,26;725.200,26
2017-02-01;0,00;7.216,93;0,00;75.675,45;3.974,34;0,00;0,00;0,00;702.517,13;33.620,62;42.175,37;4.470,42;4.370,73;0,00;0,00;150,74;837,59;121,92;32.187,90;0,00;87.066,33;1.292,20;0,00;0,00;472.945,16;42.013,38;755.318,10;755.318,10
2017-03-01;0,00;12.431,60;0,00;76.194,54;3.999,33;0,00;0,00;0,00;710.532,15;26.605,25;41.647,64;4.463,51;4.359,53;0,00;0,00;249,49;1.137,21;179,33;30.836,25;0,00;92.423,84;1.290,90;0,00;0,00;473.160,17;46.921,75;763.216,24;763.216,24
2017-04-01;0,00;18.321,89;0,00;76.304,22;3.949,56;0,00;0,00;0,00;730.113,54;33.936,51;42.038,57;4.473,37;4.359,69;0,00;0,00;248,41;859,76;1.850,14;29.675,15;0,00;93.631,19;1.292,98;0,00;0,00;478.469,52;46.200,53;782.862,52;782.862,52
2017-05-01;0,00;24.345,00;0,00;76.291,82;3.974,53;5,00;0,00;0,00;727.977,49;34.440,31;41.020,77;4.412,55;4.301,35;0,00;0,00;238,11;871,69;137,59;33.307,49;0,00;87.342,26;1.275,47;0,00;0,00;472.617,99;46.769,43;779.664,43;779.664,43
2017-06-01;0,00;18.879,31;0,00;76.241,97;3.974,40;0,00;0,00;0,00;724.360,71;30.353,86;39.746,17;4.376,71;4.253,00;8,00;0,00;224,86;1.150,79;276,51;37.745,27;0,00;84.011,12;1.234,32;0,00;0,00;480.519,90;42.531,60;774.944,25;774.944,25
2017-07-01;0,00;15.563,49;0,00;76.503,11;3.901,05;0,00;0,00;0,00;745.274,44;28.065,86;41.101,18;4.487,51;4.357,06;0,00;0,00;227,47;880,17;199,58;35.892,21;0,00;108.042,81;1.183,87;43,00;0,00;478.983,58;49.144,07;796.925,24;796.925,24
2017-08-01;0,00;17.021,43;0,00;76.070,87;3.888,29;0,00;0,00;0,00;747.029,94;29.565,42;42.360,31;4.489,81;4.360,93;0,00;0,00;225,15;875,45;166,91;36.863,80;0,00;109.630,66;1.148,19;0,00;0,00;467.089,87;58.989,50;799.888,26;799.888,26
2017-09-01;0,00;16.131,46;0,00;76.521,99;3.893,40;0,00;0,00;0,00;760.965,63;36.048,82;41.674,38;4.510,20;4.380,61;0,00;0,00;225,22;1.162,68;339,54;35.371,39;0,00;116.541,23;1.154,45;0,00;0,00;468.449,54;59.542,21;813.456,38;813.456,38
2017-10-01;0,00;15.138,57;0,00;76.970,94;3.870,16;0,00;0,00;0,00;782.817,58;42.215,97;42.357,14;4.609,50;4.431,48;0,00;0,00;230,40;869,83;275,67;34.456,87;0,00;132.853,39;1.089,92;0,00;0,00;465.471,80;63.673,81;835.666,51;835.666,51
2017-11-01;0,00;14.964,93;0,00;78.170,25;3.875,40;0,00;0,00;0,00;784.238,64;44.454,04;42.126,52;4.581,22;4.395,97;0,00;0,00;221,24;847,65;222,51;32.303,01;0,00;132.011,72;963,41;0,00;0,00;467.939,42;62.021,73;836.668,84;836.668,84
2017-12-01;0,00;14.754,84;0,00;81.638,89;3.956,18;0,00;0,00;0,00;790.124,78;45.933,57;42.494,05;4.572,67;4.495,52;0,00;0,00;210,28;1.154,31;314,79;34.398,75;0,00;137.167,83;871,27;0,00;0,00;470.439,41;54.085,61;843.306,37;843.306,37
2018-01-01;0,00;8.484,26;0,00;79.622,68;3.861,58;0,00;0,00;0,00;759.714,52;29.893,32;41.882,53;4.463,84;4.388,70;0,00;0,00;201,05;892,68;254,22;38.148,10;0,00;122.085,45;829,27;0,00;0,00;464.076,10;64.742,37;811.770,33;811.770,33
2018-02-01;0,00;8.934,00;0,00;79.035,11;3.875,48;0,00;0,00;0,00;767.985,20;35.813,22;41.625,84;4.486,86;4.496,55;0,00;0,00;200,77;880,79;264,50;37.369,44;0,00;123.488,19;833,54;0,00;0,00;456.680,25;73.826,62;819.898,18;819.898,18
2018-03-01;0,00;15.280,60;0,00;79.566,82;3.895,87;0,00;0,00;0,00;768.362,89;30.769,53;42.269,43;4.566,10;4.552,16;0,00;0,00;203,11;1.131,97;235,57;36.858,47;0,00;130.320,43;841,72;0,00;0,00;466.174,69;57.484,94;821.257,15;821.257,15
2018-04-01;0,00;21.640,06;0,00;79.142,61;3.876,45;0,00;0,00;0,00;787.388,50;30.732,46;43.470,59;4.678,29;4.664,03;52,00;0,00;209,01;904,62;220,76;33.327,84;0,00;149.194,75;864,08;0,00;0,00;473.850,53;48.537,99;841.377,28;841.377,28
2018-05-01;0,00;28.348,93;0,00;79.006,02;3.892,80;0,00;0,00;0,00;774.548,62;33.654,82;42.939,09;4.593,72;4.581,29;0,00;0,00;204,63;917,77;237,23;34.781,80;0,00;133.033,06;848,46;0,00;0,00;464.140,85;50.136,24;827.932,67;827.932,67
2018-06-01;0,00;27.775,53;0,00;79.011,67;3.918,45;0,00;0,00;0,00;783.814,39;35.084,11;41.561,74;4.595,49;4.583,04;0,00;0,00;195,50;1.145,16;296,56;33.488,21;0,00;140.281,99;1.057,07;0,00;0,00;466.097,18;49.644,62;836.275,35;836.275,35
2018-07-01;0,00;21.314,94;0,00;79.075,14;3.859,47;0,00;0,00;0,00;776.934,62;28.481,73;40.416,58;4.564,52;4.552,17;0,00;0,00;224,01;927,80;236,73;33.975,52;0,00;138.875,03;1.020,63;0,00;0,00;476.874,30;44.537,36;827.935,27;827.935,27
2018-08-01;0,00;20.945,96;0,00;78.877,50;3.867,20;0,00;0,00;0,00;753.850,22;22.440,10;38.952,30;4.452,30;4.404,91;0,00;0,00;264,29;924,09;226,90;34.462,24;0,00;120.213,44;995,53;0,00;0,00;476.436,84;45.203,26;803.258,54;803.258,54
2018-09-01;0,00;19.805,62;0,00;78.610,35;3.833,07;0,00;0,00;0,00;763.049,33;23.537,46;38.765,47;4.479,36;4.431,62;0,00;0,00;266,91;1.428,78;219,21;36.411,95;0,00;127.340,57;1.002,82;0,00;0,00;467.377,96;54.995,52;812.778,00;812.778,00
2018-10-01;0,00;17.871,87;0,00;78.727,63;3.840,77;0,00;0,00;0,00;778.049,97;25.866,34;40.823,28;4.568,60;4.519,97;0,00;0,00;271,26;1.033,58;222,25;39.074,85;0,00;141.928,06;1.108,10;0,00;0,00;470.833,99;50.553,36;829.646,94;829.646,94
2018-11-01;0,00;16.787,75;0,00;79.413,33;3.871,66;0,00;0,00;0,00;775.131,19;26.141,45;40.672,43;4.539,23;4.492,84;0,00;0,00;268,23;1.025,81;162,94;37.548,32;0,00;138.848,60;1.100,98;0,00;0,00;475.593,30;47.528,21;826.563,13;826.563,13
2018-12-01;0,00;15.612,62;0,00;82.238,83;3.977,08;0,00;0,00;0,00;763.727,90;34.811,78;42.237,32;4.486,53;4.440,59;0,00;0,00;260,29;1.237,24;472,17;41.478,58;0,00;120.232,30;1.188,41;0,00;0,00;480.634,27;37.101,75;817.068,82;817.068,82
2019-01-01;0,00;11.719,42;0,00;80.063,13;3.939,63;0,00;0,00;0,00;773.094,51;30.483,46;44.024,52;4.573,33;4.526,59;0,00;0,00;260,33;951,52;340,08;35.655,57;0,00;135.230,67;1.151,81;0,00;0,00;484.407,97;45.475,26;827.948,89;827.948,89
2019-02-01;0,00;11.570,22;0,00;79.738,84;3.919,53;0,00;0,00;0,00;755.094,34;14.532,91;43.900,09;4.565,57;4.521,34;0,00;0,00;258,13;929,90;319,21;36.051,34;0,00;133.535,79;1.138,47;0,00;0,00;485.246,85;44.201,07;809.761,80;809.761,80
2019-03-01;0,00;18.521,68;0,00;79.988,16;4.038,21;0,00;0,00;0,00;767.715,03;9.415,49;43.117,82;4.545,91;4.501,79;0,00;0,00;257,09;1.480,33;320,06;35.622,60;0,00;150.936,39;1.180,11;0,00;0,00;481.580,18;41.359,91;822.290,38;822.290,38
2019-04-01;0,00;29.525,28;0,00;79.705,72;3.987,16;0,00;0,00;0,00;788.039,31;12.150,24;43.716,37;4.643,93;4.598,94;48,00;0,00;261,96;1.035,95;242,76;30.788,79;0,00;167.111,65;1.254,71;0,00;0,00;477.300,42;41.377,62;842.894,40;842.894,40
2019-05-01;0,00;30.229,81;0,00;79.527,99;3.993,18;0,00;0,00;0,00;775.376,24;11.877,24;43.608,71;4.552,09;4.510,50;0,00;0,00;256,16;1.020,42;157,62;31.044,37;0,00;154.929,57;1.229,90;0,00;0,00;471.562,26;46.114,17;829.995,12;829.995,12
2019-06-01;0,00;29.677,79;0,00;79.306,28;4.020,46;0,00;0,00;0,00;777.850,89;14.107,91;46.015,32;4.456,34;4.415,56;0,00;0,00;247,62;1.300,01;348,79;30.494,99;0,00;156.695,27;1.205,90;0,00;0,00;473.953,29;46.015,09;835.055,75;835.055,75
2019-07-01;0,00;26.920,15;0,00;79.222,24;4.018,62;0,00;0,00;0,00;783.412,31;13.383,43;47.327,54;4.476,99;4.436,09;0,00;0,00;247,21;999,14;159,11;32.343,03;0,00;160.922,06;1.389,34;0,00;0,00;469.505,67;54.897,58;841.830,25;841.830,25
2019-08-01;0,00;27.419,76;0,00;78.956,43;4.003,35;0,00;0,00;0,00;784.546,50;9.685,17;50.471,60;4.450,79;4.407,97;0,00;0,00;244,02;1.018,16;178,10;35.885,75;0,00;160.511,77;1.381,21;0,00;0,00;474.920,87;54.064,18;846.072,81;846.072,81
2019-09-01;0,00;27.604,66;0,00;79.696,94;4.148,99;0,00;0,00;0,00;797.782,27;11.648,10;49.524,92;4.461,77;4.421,62;0,00;0,00;244,79;1.463,58;326,12;35.899,05;0,00;169.700,44;1.308,43;0,00;0,00;479.365,30;50.192,23;858.894,61;858.894,61
2019-10-01;0,00;25.256,34;0,00;79.982,93;4.053,39;0,00;0,00;0,00;800.486,22;10.698,66;49.923,71;4.478,57;4.438,34;0,00;0,00;243,83;1.075,68;83,78;34.129,37;0,00;174.134,24;1.311,74;0,00;0,00;492.673,86;40.095,15;861.532,90;861.532,90
2019-11-01;0,00;24.368,63;0,00;81.026,38;4.114,03;0,00;0,00;0,00;804.698,39;10.840,77;48.788,15;4.503,99;4.466,02;0,00;0,00;246,03;1.038,38;72,72;30.206,52;0,00;178.900,51;1.250,01;0,00;0,00;501.212,68;33.468,81;864.601,02;864.601,02
2019-12-01;0,00;23.481,50;0,00;84.450,11;4.074,25;6.529,00;0,00;0,00;794.015,28;13.314,66;49.110,85;4.417,91;4.380,62;0,00;0,00;276,23;1.201,37;237,54;31.997,38;0,00;167.082,52;1.368,65;0,00;0,00;505.810,57;30.164,09;860.956,26;860.956,26
2020-01-01;0,00;21.306,51;0,00;82.805,21;4.028,39;0,00;0,00;0,00;783.042,64;4.647,94;51.119,63;4.385,52;4.348,53;0,00;0,00;347,62;930,04;126,57;29.832,59;0,00;162.744,79;1.357,28;0,00;0,00;501.671,38;37.653,62;845.174,13;845.174,13
2020-02-01;0,00;21.317,85;0,00;82.493,64;4.071,09;0,00;0,00;0,00;788.307,46;4.849,96;52.291,99;4.362,53;4.327,83;0,00;0,00;345,12;914,49;231,50;29.280,84;0,00;160.757,25;1.314,62;0,00;0,00;500.012,63;48.266,39;851.572,59;851.572,59
2020-03-01;0,00;24.142,98;0,00;83.224,39;3.978,73;642,00;5.876,42;0,00;781.440,80;4.046,63;51.920,26;4.332,25;4.164,86;0,00;0,00;476,49;1.408,43;294,52;34.283,54;5.898,65;128.857,44;1.291,87;0,00;1.111,01;526.069,76;41.160,70;852.310,87;852.310,87
2020-04-01;0,00;31.408,81;0,00;83.781,78;3.943,90;6.078,00;10.311,94;0,00;811.870,96;29,54;55.331,26;4.360,00;4.191,57;0,00;0,00;761,66;1.117,84;47,79;29.086,76;10.291,04;136.430,64;1.664,82;0,00;8.217,01;584.409,40;23.643,18;903.488,95;903.488,95
2020-05-01;0,00;36.224,53;0,00;84.371,79;3.933,40;4.013,00;9.920,51;0,00;827.403,80;228,26;55.658,78;4.338,24;4.491,83;0,00;0,00;940,86;1.067,71;28,70;29.898,00;9.981,48;137.899,13;1.682,01;0,00;9.535,39;591.288,04;24.389,12;918.647,30;918.647,30
2020-06-01;0,00;35.720,34;0,00;84.901,43;4.003,66;4.654,00;9.608,50;0,00;863.218,85;1.891,47;56.231,99;4.299,44;4.451,67;0,00;0,00;932,85;1.439,64;268,33;32.936,79;9.717,66;163.848,93;1.654,32;0,00;10.102,04;596.650,04;26.063,07;956.297,51;956.297,51
2020-07-01;0,00;23.318,08;0,00;84.748,94;4.005,54;4.300,00;2.911,49;0,00;859.129,79;2.133,79;59.949,05;4.220,39;4.369,81;0,00;0,00;912,63;1.176,07;42,62;29.449,84;3.039,12;159.912,56;1.623,74;0,00;10.899,56;625.402,28;17.010,08;949.277,69;949.277,69
2020-08-01;0,00;24.170,49;0,00;84.847,82;3.984,39;7.650,00;1.937,73;0,00;859.650,17;880,64;59.468,90;4.221,05;4.370,77;0,00;0,00;911,89;1.163,80;35,41;29.279,61;2.027,84;156.763,60;1.589,21;0,00;11.084,08;630.860,41;18.724,07;951.810,95;951.810,95
2020-09-01;0,00;22.022,76;0,00;85.263,30;4.009,01;8.217,62;689,53;0,00;884.157,45;412,51;58.229,25;4.267,15;4.418,53;0,00;0,00;922,53;1.321,39;326,59;28.655,89;694,25;178.161,17;1.872,82;0,00;11.175,94;636.612,12;18.598,31;975.014,06;975.014,06
2020-10-01;0,00;18.491,47;0,00;85.615,81;4.017,91;7.250,00;1.917,37;0,00;882.109,63;397,73;57.556,26;4.253,73;4.404,61;0,00;0,00;918,65;994,84;69,11;27.579,46;1.909,63;171.787,42;1.866,72;0,00;11.253,57;634.953,95;27.231,25;972.289,57;972.289,57
2020-11-01;0,00;15.770,06;0,00;86.382,06;4.033,24;5.400,00;4.155,69;0,00;890.078,06;3.534,01;53.685,18;4.247,03;4.398,04;0,00;0,00;916,18;1.100,55;52,27;27.998,83;4.194,02;172.147,90;1.863,77;0,00;11.372,74;637.929,65;24.747,61;977.003,44;977.003,44
2020-12-01;0,00;13.755,32;0,00;89.013,63;4.072,90;549,95;8.841,74;0,00;910.001,04;9.572,95;55.747,12;4.214,01;4.363,88;0,00;0,00;907,63;1.517,64;387,85;32.160,94;9.027,14;183.950,58;1.849,58;0,00;11.176,39;628.825,19;28.120,24;999.027,87;999.027,87
2021-01-01;0,00;11.321,13;0,00;87.886,88;4.061,67;500,00;4.538,84;0,00;913.978,68;8.049,23;55.389,18;4.211,32;4.361,06;0,00;0,00;907,25;995,93;100,06;33.193,23;4.587,79;187.620,83;1.848,10;0,00;11.204,13;636.612,65;24.201,71;997.784,83;997.784,83
2021-02-01;0,00;12.491,83;0,00;87.805,72;4.037,99;0,00;1.934,47;0,00;933.853,48;10.784,11;52.895,90;4.287,76;4.440,69;0,00;0,00;923,83;1.051,26;112,63;31.119,20;1.895,20;202.958,68;1.829,24;0,00;11.200,38;640.787,84;19.924,26;1.012.167,24;1.012.167,24
2021-03-01;0,00;16.522,17;0,00;88.643,79;4.017,44;0,00;1.506,56;0,00;951.463,26;11.565,91;53.421,08;4.394,46;4.551,19;0,00;0,00;946,38;1.578,92;323,60;33.089,71;1.497,61;221.660,94;1.929,99;0,00;11.118,68;627.722,64;25.112,67;1.030.533,50;1.030.533,50
2021-04-01;0,00;17.958,97;0,00;89.020,14;3.948,96;0,00;45,52;0,00;934.077,67;10.662,44;53.838,07;4.294,05;4.447,20;0,00;0,00;923,71;986,99;6.163,75;27.497,97;46,34;199.173,12;1.885,71;0,00;11.000,60;634.161,95;22.175,72;1.011.154,44;1.011.154,44
2021-05-01;0,00;29.002,85;0,00;88.645,19;3.943,57;0,00;45,02;0,00;931.648,46;8.566,81;57.381,65;4.269,75;4.422,34;0,00;0,00;917,68;1.065,44;52,86;28.488,89;46,34;198.905,53;1.875,04;0,00;10.846,96;632.762,86;21.405,10;1.012.146,18;1.012.146,18
2021-06-01;0,00;26.831,57;0,00;88.395,65;3.985,52;0,00;0,00;0,00;963.833,96;14.054,26;54.358,64;4.328,50;4.483,21;0,00;0,00;931,37;1.290,08;352,18;28.999,14;0,00;221.449,26;1.982,71;0,00;10.555,53;634.460,59;22.549,87;1.041.421,02;1.041.421,02
2021-07-01;0,00;23.421,61;0,00;88.274,24;3.983,72;0,00;0,00;0,00;945.944,46;13.542,65;55.280,74;4.252,25;4.404,01;0,00;0,00;914,71;1.021,72;86,24;31.013,95;0,00;204.687,07;1.947,64;0,00;10.330,25;636.658,04;21.891,20;1.023.827,26;1.023.827,26
2021-08-01;0,00;23.798,16;0,00;87.951,71;3.979,59;0,00;0,00;0,00;957.091,43;17.302,51;55.301,77;11.480,18;11.658,00;0,00;0,00;920,76;1.093,57;35,30;30.536,90;0,00;209.602,48;1.960,37;0,00;10.209,67;637.432,84;24.075,08;1.042.215,17;1.042.215,17
2021-09-01;0,00;21.444,50;0,00;88.032,49;3.981,82;0,00;0,00;0,00;965.459,63;15.625,70;54.468,17;11.635,76;11.864,23;0,00;0,00;932,50;1.312,72;318,06;33.391,71;0,00;219.374,16;1.960,70;0,00;10.040,81;637.446,56;22.751,65;1.050.020,58;1.050.020,58
2021-10-01;0,00;17.497,97;0,00;88.059,74;4.007,81;0,00;0,00;0,00;951.173,02;18.147,30;54.142,78;11.372,41;11.789,12;0,00;0,00;911,15;1.117,81;74,35;32.834,43;0,00;198.418,32;1.916,18;0,00;9.830,61;646.350,18;22.133,78;1.034.888,48;1.034.888,48
2021-11-01;0,00;15.836,68;0,00;88.701,61;4.023,71;0,00;0,00;0,00;950.107,38;20.064,43;55.231,68;11.351,68;11.767,99;0,00;0,00;910,05;1.007,76;136,31;33.499,54;0,00;193.691,38;2.005,36;0,00;9.574,31;645.801,28;25.545,33;1.034.628,24;1.034.628,24
2021-12-01;0,00;12.617,08;0,00;90.685,26;4.031,72;3.216,00;2.147,23;0,00;966.202,18;20.888,53;55.690,74;11.325,05;11.912,47;0,00;0,00;907,95;1.464,69;292,43;35.297,94;2.173,75;204.249,06;2.000,81;0,00;9.202,40;651.090,96;28.156,15;1.056.776,21;1.056.776,21
2022-01-01;0,00;9.972,88;0,00;89.912,10;4.007,74;574,00;0,00;0,00;976.955,14;19.167,99;55.893,52;11.463,87;12.058,45;0,00;0,00;1.021,61;1.226,95;53,39;36.316,02;0,00;215.894,15;2.025,17;0,00;9.124,15;659.563,40;20.542,91;1.062.886,74;1.062.886,74
2022-02-01;0,00;12.448,43;0,00;89.728,99;3.977,77;666,00;0,00;0,00;968.738,57;21.879,21;58.727,89;11.338,54;11.670,03;0,00;0,00;1.010,25;1.408,06;99,47;35.231,08;0,00;207.298,98;1.975,39;0,00;8.982,16;659.357,30;19.774,12;1.057.156,12;1.057.156,12
2022-03-01;0,00;14.497,55;0,00;90.436,33;3.788,36;11.398,88;0,00;0,00;937.329,48;23.036,47;59.852,58;11.278,75;11.608,59;0,00;0,00;912,08;2.177,85;1.083,44;40.154,85;0,00;171.468,70;2.130,93;0,00;8.671,77;664.675,59;21.238,86;1.037.870,53;1.037.870,53
2022-04-01;0,00;23.417,22;0,00;90.570,52;3.761,35;19.350,00;0,00;0,00;955.927,48;23.531,08;62.001,58;11.506,73;11.843,13;0,00;0,00;930,21;1.923,67;6.077,72;39.350,65;0,00;186.715,34;2.197,41;0,00;8.169,24;665.056,15;19.878,67;1.066.104,08;1.066.104,08
2022-05-01;0,00;35.401,05;0,00;90.898,73;3.742,57;22.378,00;0,00;0,00;958.989,98;28.887,01;59.393,24;11.427,97;11.763,90;0,00;0,00;919,87;1.904,66;117,40;38.568,38;0,00;181.945,88;2.182,37;0,00;8.012,06;664.380,72;17.659,51;1.069.286,66;1.069.286,66
2022-06-01;0,00;33.051,69;0,00;90.585,91;3.579,07;19.356,71;0,00;0,00;884.385,85;31.187,17;58.070,40;11.233,59;11.474,97;0,00;0,00;905,24;2.510,00;1.683,10;41.183,44;0,00;103.083,40;2.185,49;0,00;7.789,18;641.786,00;36.462,61;990.256,90;990.256,90
2022-07-01;0,00;28.656,62;0,00;89.165,25;3.620,85;14.871,00;0,00;0,00;869.850,02;19.193,04;56.181,18;11.108,36;11.345,83;0,00;0,00;894,14;1.775,03;127,41;48.642,84;0,00;99.448,22;2.159,12;0,00;7.567,80;642.824,67;29.098,57;968.264,98;968.264,98
2022-08-01;0,00;27.080,21;0,00;85.891,15;3.643,27;16.570,05;0,00;0,00;863.778,72;5.692,63;56.206,85;11.248,59;11.687,08;32,00;0,00;905,43;2.304,25;94,31;50.059,92;0,00;107.759,89;2.180,91;48,00;7.290,15;639.320,38;37.339,63;964.566,69;964.566,69
2022-09-01;0,00;22.407,34;0,00;82.550,17;3.584,30;0,00;19,57;0,00;808.353,52;2.268,21;54.626,89;11.056,32;11.488,32;55.280,56;0,00;890,70;2.876,63;2.288,05;33.001,04;19,91;55.878,42;2.139,30;17.845,48;5.488,13;540.568,85;66.303,01;889.467,37;889.467,37
2022-10-01;0,00;18.656,47;0,00;81.046,07;3.564,07;0,00;0,00;0,00;821.902,06;5.140,17;55.026,17;11.316,14;11.757,27;66.065,00;0,00;909,08;2.047,18;218,20;22.598,58;0,00;81.583,92;2.184,04;77.008,67;4.726,60;516.009,49;22.473,76;902.116,46;902.116,46
2022-11-01;0,00;17.510,84;0,00;80.190,88;3.586,32;0,00;0,00;0,00;804.734,99;12.923,55;55.798,08;11.012,23;11.462,22;62.926,00;0,00;880,83;1.907,80;88,36;21.990,99;0,00;67.906,85;2.125,38;88.519,48;4.470,56;510.849,13;11.047,88;884.966,18;884.966,18
2022-12-01;0,00;16.667,95;0,00;81.696,80;3.564,82;0,00;0,00;0,00;800.566,19;16.739,67;56.099,26;10.919,09;11.380,71;67.144,75;0,00;877,46;2.321,30;1.960,94;27.803,89;0,00;65.768,01;2.136,60;98.168,81;4.430,46;466.922,66;27.584,24;881.376,81;881.376,81
2023-01-01;0,00;12.057,32;0,00;80.009,82;3.541,61;0,00;0,00;0,00;800.814,42;15.412,38;59.397,29;11.022,10;11.475,47;63.020,00;0,00;881,62;1.943,58;171,92;10.104,21;0,00;80.366,40;2.145,39;98.095,14;4.373,82;495.241,43;19.072,48;884.573,20;884.573,20
2023-02-01;0,00;9.481,80;0,00;78.850,05;3.551,31;0,00;0,00;0,00;795.871,85;21.259,81;56.886,96;10.991,94;11.467,88;60.611,00;0,00;879,21;1.994,73;246,26;7.942,36;0,00;76.039,67;2.134,17;103.562,75;4.312,32;488.349,85;19.762,94;877.098,42;877.098,42
2023-03-01;0,00;10.626,52;0,00;78.157,56;3.619,32;0,00;91,33;0,00;761.271,84;59.355,39;60.447,78;10.883,55;11.239,82;71.015,86;0,00;873,62;2.449,41;1.999,85;11.618,78;91,82;92.694,01;2.182,92;103.579,18;112.421,74;481.296,07;33.279,20;954.597,79;954.597,79
2023-04-01;0,00;14.394,21;0,00;77.558,25;3.612,42;0,00;0,00;0,00;751.820,31;17.813,86;59.368,89;10.639,52;10.985,28;90.460,00;0,00;849,34;1.992,37;89,39;4.471,16;0,00;78.510,18;2.123,75;123.458,79;101.731,27;499.140,46;15.947,79;932.483,63;932.483,63
2023-05-01;0,00;25.675,12;0,00;76.642,14;3.621,66;0,00;0,00;0,00;759.143,71;18.884,00;60.022,78;10.660,16;11.026,32;69.273,00;0,00;847,27;1.956,72;79,47;5.778,41;0,00;83.327,66;2.114,09;132.571,19;91.990,96;495.625,86;12.206,50;930.723,51;930.723,51
2023-06-01;0,00;25.031,51;0,00;75.931,93;3.718,20;0,00;0,00;0,00;741.599,50;15.047,24;57.302,88;10.568,52;11.061,06;73.947,61;0,00;845,45;2.306,47;2.025,92;3.608,24;0,00;79.491,56;2.060,39;131.384,37;66.699,10;462.501,51;6.054,63;885.593,05;885.593,05
2023-07-01;0,00;19.918,29;0,00;75.350,47;3.705,36;0,00;0,00;0,00;717.876,94;15.902,96;57.299,77;10.301,83;10.779,46;59.965,00;0,00;818,79;1.877,36;81,33;3.204,77;0,00;64.697,54;1.997,35;113.568,02;56.312,05;467.871,89;19.804,98;850.667,09;850.667,09
2023-08-01;0,00;20.906,80;0,00;74.723,00;3.705,29;0,00;0,00;0,00;719.340,50;26.486,19;57.400,04;10.335,78;10.845,52;77.028,00;0,00;821,49;1.799,75;115,32;2.188,64;0,00;67.453,91;1.935,51;100.833,62;41.400,82;453.560,30;3.617,35;837.248,92;837.248,92
2023-09-01;0,00;19.013,87;0,00;74.438,03;3.710,60;0,00;9,14;0,00;703.263,70;23.839,21;57.171,02;10.566,32;11.271,29;64.011,76;0,00;843,95;1.970,24;1.854,44;2.379,88;9,17;67.455,58;1.990,98;91.146,52;41.577,97;460.394,06;6.700,07;821.808,90;821.808,90
2023-10-01;0,00;17.597,53;0,00;74.276,41;3.696,11;0,00;0,00;0,00;682.726,98;22.100,98;60.682,83;10.459,87;11.140,82;62.483,00;0,00;829,70;1.733,22;221,50;2.219,78;0,00;66.033,84;1.958,75;82.679,17;41.248,88;461.972,44;3.972,78;804.017,29;804.017,29
2023-11-01;0,00;17.373,64;0,00;74.569,99;3.696,95;0,00;0,00;0,00;665.318,08;22.335,00;59.618,67;10.294,86;10.988,81;52.675,00;0,00;813,03;1.583,42;123,22;1.795,59;0,00;54.759,36;1.883,97;83.147,15;40.866,13;455.267,19;12.428,06;784.769,06;784.769,06
2023-12-01;0,00;15.398,32;0,00;76.321,37;3.852,32;0,00;0,00;0,00;677.395,84;22.858,51;57.817,66;10.100,48;10.901,78;61.667,81;0,00;745,33;1.739,53;1.487,07;2.142,60;0,00;62.583,90;1.885,21;86.699,73;40.306,45;449.439,50;5.944,84;794.644,12;794.644,12
2024-01-01;0,00;10.503,33;0,00;74.691,05;3.833,13;0,00;0,00;0,00;683.843,03;21.668,46;58.767,55;10.122,44;10.862,58;64.726,00;0,00;737,94;1.520,44;136,91;1.936,61;0,00;71.300,97;1.877,67;68.726,09;40.346,30;462.834,92;15.141,86;801.788,64;801.788,64
2024-02-01;0,00;12.469,86;0,00;74.146,73;3.831,04;0,00;0,00;0,00;701.295,85;23.676,85;60.183,17;10.304,47;11.092,04;72.993,00;0,00;1.331,31;1.537,52;101,49;1.871,06;0,00;88.188,73;1.854,43;68.940,32;40.560,78;452.739,14;16.254,48;821.686,13;821.686,13
2024-03-01;0,00;11.568,31;0,00;74.163,95;3.866,97;0,00;0,00;0,00;741.201,98;25.584,02;66.756,19;10.570,55;11.073,52;75.961,97;0,00;1.371,80;1.553,88;1.356,60;1.859,56;0,00;121.388,75;1.913,98;83.778,75;20.864,81;440.552,90;1.817,78;848.603,14;848.603,14
2024-04-01;0,00;19.600,30;0,00;73.824,03;3.845,07;0,00;0,00;0,00;747.938,98;27.032,49;70.640,86;10.592,34;11.077,12;70.685,00;0,00;1.366,82;1.418,27;82,61;2.196,74;0,00;130.936,93;1.863,21;58.837,52;20.667,09;453.844,53;11.184,94;858.817,43;858.817,43
